"product_id","star_rating","total_votes","helpful_votes","review_body","possentiment","neusentiment","negsentiment"
"B0083PWAPW","4","4","0","a really nice little product. a nice size, good images and good control once you get used to it. i have but one problem... unlike the kindle 2nd gen i need to be on a service to make a purchase. no more free wifi...if i knew that i might have bought a ipad for much more bucks.","0.223","0.728","0.049"
"B0051VVOB2","5","0","0","Everything I hoped it would be and much more ! It has all the features I want in a tablet but is an incredibly convenient e reader also. Brilliant product!","0.284","0.716","0.0"
"B0051VVOB2","5","2","1","This Kindle fire is awesome, it's everything I need  for a small note pad. It's easy to use and operate. I've read a couple of books already and made a few downloads and everything has worked great.","0.261","0.682","0.056"
"B0083PWAPW","4","0","0","I have not got to use everything that is offered with this device,  however so far I have been very pleased.","0.151","0.849","0.0"
"B0051VVOB2","5","9","6","This is one of the best items Amazon as ever come up with. It works perfectly and the internet service is spectacular and my daughter absolutely loves it.","0.37","0.63","0.0"
"B0083Q04IQ","5","2251","2062","I just received my kindle fire today.  I had a hard time deciding between the HD, this, and the paperwhite.  I decided on this one, because I really thought I'd like the immersion reading.  I have an audible account and I've been reading along to the audiobooks.  It's amazing how fast I can get through the books (at 3x speed) and I really retain the info.  The immersion reading is super-easy to use and definitely worth upgrading to this.  The whole point of the kindle is to read more, and this new feature makes it possible to read 2 or 3 times as many books in the same amount of time.  I'm an average-speed reader and was able to read 4 books (with the help of the audiobook reading pace)  in the last 30 days and one was the 800+ page Stephen king, \\""11/22/63\\"".<br /><br />I also tested out the text to speech.  It's a lady's voice and much, much, easier to understand than the text to speech on my kindle keyboard.  It also has many speed options and I think it reads faster than my kindle keyboard version.  I am very, very pleased with it.<br /><br />It is much more responsive than the previous kindle fire I'm upgrading from.<br /><br />If you are worried about the free offers, don't be.  I DETEST commercials and advertising so much, I quit reading magazines and watching television.  The offers only show on the startup, no big deal.  I already took advantage of a $5.00 credit for amazon video.  I was able to rent two movies and it only cost me 89 cents, when it was said and done, and I was planning on renting Hunger Games tonight, anyway.  So, so far, I don't mind the offers at all.<br /><br />My favorite feature is the immersion reading and the text-to-speech improvements.  I also downloaded all the free kindle books with the free audiobooks for the immersion experience.  These are books I always wanted to read,but never had the discipline to just read them.  Reading and listening to those books are worth the price of this new gadget, IMO.<br /><br />Way to go, Amazon, for a great product and a great price!<br /><br />P.S.<br />I have an iPad, and the last time I went on vacation, I left it at home and brought only my fire and kindle keyboard.  I didn't miss my iPad at all and this new gen fire is even better.  Seriously, it's that good.or a great product and a great price!<br /><br />P.S.<br />I have an iPad, and the last time I went on vacation, I left it at home and brought only my fire and kindle keyboard.  I didn't miss my iPad at all and this new gen fire is even better.  Seriously, it's that good.","0.154","0.794","0.051"
"B0083Q04IQ","5","0","0","I love my Kindle Fire.  It is everything that I expected and more.  The only thing that could be better would if I didn't have to get the special offers without paying more money.","0.25","0.689","0.061"
"B0051VVOB2","5","7","5","The sky's the limit with this awesome electronic device! Whether you want to watch videos, play music or browse the web, the possibilities are limitless. And it has FLASH!!!! Something that the ipad does NOT have. Yes I will be one of the ones that compare these two devices.  I think that it is much better than the ipad. For one, I actually like the screen size, I like the fact that I can hold it with one hand.  I think Apple should make the ipad smaller.  Let's face it...Apple sells overpriced electronic devices and computers. POINT BLANK! They are overpriced. You are paying for the name people! I do have $600 to spend but why waste money when this sweet little Kindle fire does what I need it to do and more. I love the on screen keyboard and I like that it has a dedicated / button (Yeah, I don't want to have to switch forms to press /, especially since I'm an avid web surfer). I purchased it primarily for reading but the added benefits of all of the above make it irresistable. Oh, Did I mention the price???!!... And the fact that Amazon prime members have access to thousands of free tv shows, books, and movies!! Come on, you can't get much better than this! Five stars all the way around!","0.203","0.764","0.032"
"B0051VVOB2","3","8","5","My Fire is my 3rd Kindle. I loved the original, and the 3rd Gen (now called the Keyboard) is as close to perfection as the e-ink style could be. I have now had my Fire for several months, and it is true that I use it nearly daily. Since I read mostly news, magazines, and free current content rather than books, the Pulse app on the Fire is a one step alternative to using Calibre and a cable each day to side load content to the Kindle Keyboard. The sad part is, that nearly everything on the Fire relies on wifi availability at the time you are reading it, including your own 'cloud' library, AND including magazine purchased subscription content from Amazon. Even if I can see the magazine cover on my carousel, if I'm not near a working hotspot, I can't read complete articles in the magazines.  I have a hotspot on my cell phone, (Verizon) and whenever I am away from wifi, (ie at work, or sitting on a beach or in a nice park somewhere..) I attempt to use the Hotspot. I always get a very strong connection phone to kindle, but rarely does this result in a web page actually opening on the kindle. At the same location I am able to browse the web with the phone so it is evident the signal is there. So, since Amazon has chosen to withhold the option for internet access...despite the technological availability, I will regretfully be looking at the Apple alternative very soon. It truly saddens me that Amazon came SO CLOSE and yet chose to deprive its loyal customers by holding back on this most important feature.","0.107","0.822","0.071"
"B0083PWAPW","5","0","0","Kindle Fire HD<br />IM GETTING USED TO IT. I REALLY LIKE IT. IT ARRIVEDWHEN THEY SAID IT WOULD. I WILL DEFINITELY BUY FROM AMAZON AGAIN","0.321","0.603","0.076"
"B0051VVOB2","5","2","2","For those considering the Kindle Fire, please do not mistake this with other tablets on the market.  This is first and foremost a content consumer.  What do I mean by that?  I mean that if you wish to consider the Fire, think about what you will use your tablet for.  If you want something to read books, comics, play apps, check your email, watch tv shows or movies, listen to music, then this device will do all of that well if not great.  I got mine the first day the 17th and have been happily using it daily since.  While it does not have features that the iPad has or the Android tablets do, it is also far cheaper than almost all of them.  Negatives would be that the speakers are both on one side, there is no means of downloading unless you are near a wifi hotspot, the memory is only 8gb (6gb that you can utilize), lack of a memory expansion slot and some limitations to the variety of apps.  Now with those negatives, the speaker one isn't a biggie as the sound is good and if you want surround you aren't really using the built ins on any of these devices, rather ear buds or headphones.  The lack of constant contact to the web while not always convenient, isn't all bad in part to the reason for the memory which I will get to, but also becuase I have a smartphone if I need instant connection and I would rather not add another data plan if I can.  Again costs are nicely minimized, but there is always a downside to that kind of thing.  The memory is a tricky thing, because I like being able to store loads of songs, movies and other content on my phone and Zune HD.  Well here, with the integration of the cloud and use of their Prime service, storage isn't as big a deal.  I can keep 6 or 7 720p movies on it that look spectacular, 50 - 100 books, a couple of albums, 20 - 30 apps that I like using, a magazine subscribtion and still have about 1 gb left to spare.  Would I like the extra space, yeah, but do I need it... not really.  Reality is that the extra storage space whilenice is really a crutch and having a limitation, at least to me, makes me only keep things that I really want to use with it.  Again this is not a swiss army knife to solve any problem that arrises, but rather a power screw driver that has an intended purposes with some utility, but again it is designed for a specific use and worrying or griping about what it can't do is missing the forest for the trees.  The last thing about the variety of apps, to me is more of a similar problem to the magazines.  Not all of them that I want are out there yet, but given time, they likely will be.  I guess patience is the key and am willing to not condemn it out of hand for that.  So overall, I am pleased with my Fire.  It incorporates a lot of various activities I like and the price was great to get me to take the plunge.  The size is nice in that is easily hand held and large enough that it does functions my phone can't do due to size limitations, while not being so big it is unwieldy.  I hope this helps others in their consideration.  This is worthwhile tech in my opinion and well worth the money if you are looking for something that can do the things this does and like Amazon as a portal for content consumption.","0.136","0.809","0.055"
"B0051VVOB2","5","2","2","Awesome product. Great for reading, browsing the Internet, and playing games which is all I would use a tablet for anyway. I don't understand !why everyone is griping...its s great product at a great price!","0.429","0.571","0.0"
"B0051VVOB2","4","7","0","I absolutely LOVE my Kindle Fire - BUT, why in the world didn't they make it with Free 3G like a couple of their other Kindle's.  There are so many wonderful features of the Fire, but when there is no WiFi available, you are limited to it's uses!  Just say'n.","0.171","0.68","0.149"
"B0083PWAPW","5","0","0","Love it!! I am so glad I bought it. Easy to use and my whole family enjoys it. Even the Grandchildren are having fun with it.","0.489","0.511","0.0"
"B0083PWAPW","1","10","9","I have had my kindle fire for 18 months.  I'm a moderate user at best and when I used it, it was only around the house.  Around 15months it began to have charging problems.  Amazon said it was the charger and bought a new one for me saying the problem would be fixed.  Didn't work, kept shutting down randomly.  I had to do a hard reset everytime I wanted to use it and it would still randomly shut down.  Although the Amazon help team was supportive, eventually it came down to their admitting it was a software problem but the warranty had expired and there was nothing they could do other than offer me a new one a rate you can easily beat on the internet.  There is a reason for the year warranty.  They can't create a produce that can last much longer than that.  I\\""m totally disappointed as I don't have tons of $$ and this was a splurge for me.  Check the internet... there are lots of blogs about this happening with the same results I received from Amazon.","0.076","0.84","0.084"
"B0083PWAPW","3","7","0","One of the most appealing features of any mobile device is the ability to speak commands. The software developers of the kindle fire hd have elected to omit this feature. Other android devices use it. Apple has siri. Shame on you for not including the ability to download speech recognition!","0.082","0.816","0.103"
"B0051VVOB2","5","0","0","When I bought the KINDLE to read my favorite books, I thought<br />it was the BEST thing EVER!  Then all of a sudden, here comes<br />the KINDLE FIRE/wi-fi!!!  Now I think this is the BEST thing ever.<br />I am REALLY enjoying the use.  (Reading, games, internet etc.)","0.321","0.679","0.0"
"B0051VVOB2","5","3","2","I will start off saying that I have never owned a smart phone, or an iPad or other tablet. I haven't used or bought an e-reader of any kind, so this is my first experience with any of this stuff. I bought the Kindle Fire primarily as an e-reader, with extra capability of watching streaming movies/TV shows and music--I don't intend to use it to surf the web. And so--it does what I want it to do. So far I have not actually purchased any Kindle books, but I have borrowed from the Amazon Prime Lending Library and also from my library via Overdrive. Checking books out and getting them to the device is very easy. The standard settings for font, size, etc. have worked very well for me thus far, and turning pages is very easy with the touch screen. I like how the orientation of the books on the device changes too, so you can hold it either horizontally or vertically.<br /><br />For watching movies, while the screen is (of course!) smaller than a computer or TV, the color and definition is excellent and I have had no problems with the connection issues or the media stalling as some have reported--perhaps more an issue with the wireless connection than any fault of Amazon itself? Not sure. One thing I do like is that if I stop the show on my Kindle Fire midway through, then resume watching on my TV, it 'knows' where I left off and resumes there. The sound seems fine to me--I primarily use with headphones, though.<br /><br />I've downloaded several free apps for weather, calorie counting, a few simple games, MapQuest, etc. and those work quite well. The color is vibrant and I haven't had any issues with clumsiness of the touch screen when using those.<br /><br />I have done a little connecting to the web, mostly to see how it worked, and if there is a fault, this would be it--the webpages are not that easy to see, with much scrolling needed, and pressing radio buttons and such are awkward with my larger fingers. It's hard for me to type on the keyboard--I think a stylus would make it much easier, but it's not anything I didn't expect given my larger hands, and also similar problem to when I have tried using the smaller keyboard on a laptop computer or on the QWERTY keyboard of my internet-connected HD TV. Not sure that there's any way to correct that problem. Since I don't plan to use the Kindle Fire for much web browsing this really isn't an issue for me--it's nice to have the capability to check e-mail and such when really needed and away from my regular computer, but not something I will use it for regularly.<br /><br />So far I love it and have really no complaints, but then I didn't expect it to work just like a full-service computer, either.not anything I didn't expect given my larger hands, and also similar problem to when I have tried using the smaller keyboard on a laptop computer or on the QWERTY keyboard of my internet-connected HD TV. Not sure that there's any way to correct that problem. Since I don't plan to use the Kindle Fire for much web browsing this really isn't an issue for me--it's nice to have the capability to check e-mail and such when really needed and away from my regular computer, but not something I will use it for regularly.  So far I love it and have really no complaints, but then I didn't expect it to work just like a full-service computer, either.","0.117","0.78","0.103"
"B0083Q04IQ","5","0","0","Why buy the high priced Apple? This is the best alternative for the right price and value. It does it all!!!","0.282","0.718","0.0"
"B0051VVOB2","3","9","2","Amazon announced a system upgrade to 6.2 on November 29th.  Today is December 6th and I received my Kindle Fire which was ordered on December 4th with the 6.1 system version.  I am unable to connect to my wireless router which has multiple devices connected, is fully updated and restored to factory defaults, so, I can't update to 6.2 to see if I can achieve connectivity (*blink*).  I have no usb cable to connect the Fire to my computer because it seems to require an extra small one.  There are numerous threads on numerous forums commenting on connectivity issues with the Fire which may or may not be resolved by 6.2.  In order to determine this I will need to pay more money for a usb cable or go looking for a wireless connection that works, which I guess means Star$$'s which is irritating because I think their coffee tastes burnt.  Thanks Amazon for reminding me to always wait for the second roll-out of any electronic device.  Let's do this again next year, okay?  Not.  Edited, January 18:  Maybe some of you found this review unhelpful but I didn't.  I got a phone call from Amazon support offering to help because they saw this review.  I appreciate that.  Unfortunately, like many others the solution that ended up working was to purchase a new router.  I really didn't want to do that because there was nothing wrong with the old.  The combined cost puts me close to iPad territory, financially.  I kept the fire and have used it.  It is heavy and the battery doesn't last long but it has had some usefulness on trips.  I am still uncertain if it is a worthwhile purchase so I have revised my review to 3 stars.","0.119","0.809","0.072"
"B0051VVOB2","5","2","2","I do not own an iPhone or an iPad--cost vs. benefit is not justifiable for me, at least for now.  I was actually looking for a gadget to read books, and had looked at previous Kindle models but had not been completely convinced.  When Amazon sent out a pre-order announcement, and the Fire was priced at $199, I went for it.  We love it!!!!  I've read multiple reviews from users and professionals (CNet, Washington Post, to name a couple), and I agree:  it serves the purpose I bought it for (reading books) and it gives me so much more.  I had not intended this for him, but my husband has taken half ownership of it ... :-)  He's now using it to read books, search the web or read news, play games.  He is delighted with it.  The screen size and sharpness is great--you can really see things well, which is a plus for older people like us.  The amount of apps is OK, and I know it does not yet compare to those available for Apple products, but it is enough for us.  We are very happy with this purchase.","0.191","0.78","0.029"
"B0051VVOB2","2","0","0","The port into which the electrical charging cable is inserted became inoperable, possibly because a user tried to insert the wrong cable.  I clicked on &#34;return or replace&#34;  on this page but was told that the warranty had run out.<br /><br /> I don't mind paying to have it repaired, but no such option was offered.  Nothing is wrong with the device except that I can't charge it because the head of the charging cable doesn't fit into the port any more.  It seems a pity to throw away a device that works perfectly just because a minor piece of  the cable interface has been bent out of shape, making it impossible to give it a new charge.  Isn't there any way to get it  repaired or to get a replacement part?","0.042","0.85","0.108"
"B00BWYRF7E","4","0","0","Have a lot to learn. Haven't had it long enough to rate. I don't sit and use it 24 seven.<br /> This is my 4th. kindle starting from your first one. The new one is a little lighter. I don't like the<br />on/off switch in the back of kindle, especially with my case, I have to keep lifting to get to switch.","0.0","0.968","0.032"
"B0051VVOB2","4","4","3","I have owned an Ipad 1, Archos 101, Motorola Xoom, Viewsonic Gtab, Acer Iconia A500, Nook Color, and now the Kindle Fire.  I am not an \\""Apple guy\\"", but I'm not a hater either.  The Ipad is a wonderful device.  But at 500 bucks on the bottom end, it's not for everyone.  The build quality of other Android devices really hurt them, including the 101 and the Gtab.  My personal favorite is the Acer Iconia, but you are still talking DOUBLE the price of the Kindle Fire.  So it's really hard to beat at 200 bucks.  It has some glaring limitations, but has a lot of pluses as well for the price point.  Basically, if you want to spend 500-600 bucks, get an Ipad.  If you want Android's premium tablet, get an Iconia, Galaxy Tab 10.1, or the Xoom, etc.  If you want something around 200 or under, Fire is the best option for you.  Pros:  Design, Build Quality, Screen quality, Amazon integration, Simple interface, Netflix App, can hold in one hand, good for reading (although not in direct sunlight), will fit in your pocket (most men or larger pants), decent battery life.  Cons:  Screen smaller than I would like for watching movies, both speakers on one side of device when watching in landscape mode (the way you watch all videos), no SD card slot, no camera, no gps, no HDMI out, no Google Marketplace (although you can sideload some apps and there's an Amazon AppStore), no physical volume buttons or home key, low storage amount.  '","0.144","0.741","0.115"
"B0051VVOB2","3","2","0","Setup is a little involved since we have a Kindle 3G and had to separate the 2 devices but keep them under one account but each is registered to a different person an email id.  If you download an Ebook it is found under BOOKS, but if you move an Ebook from your PC it goes under DOCS ...   If you download a Video it is found under Video, but if you move a Video from your PC it goes under Gallery as a picture ...  Does not make sense ...    You can not remove items from the Main Screen ... ex: If you delete a Book it still shows up on the main screen...   It would be nice if the Kindle came with an Anti-glare screen cover or gave an option to have one put on.  The Fire works well after you figure it out.","0.044","0.935","0.021"
"B0051VVOB2","4","2","1","I like the fire i really haven't had anyproblems with it except there is 2 books that i have been reading that i can't download still i hope they fix it soon so i can finish the books","0.071","0.793","0.136"
"B0083Q04IQ","1","1","0","The interface is sluggish and it only connects to the limited Amazon app store so it was barely used.  Even under light use the charging port is now loose and it refuses to charge.  I can't wait for unrepairable tablets to replace the PC.","0.036","0.819","0.145"
"B0083PWAPW","5","0","0","Bought this as a graduation present for myself and couldn't be happier. It keeps a charge for quite a while, awesome display, great wifi signal, and easily used. For reading, web-surfing, or just casual game-playing, you definitely can't go wrong with this product.","0.334","0.614","0.052"
"B0083Q04IQ","4","0","0","I liked it except there was no charger. only a USB cord.  Now I have t search for a charger online for it. Amazon should have said this in the promotion for Black Friday.  Otherwise it's a smart buy...","0.188","0.755","0.057"
"B0051VVOB2","1","5","5","Many people are having problems with the charging ports on the Kindle Fire.  Once the Kindle is out of warranty the customer is out of luck even though this is a defect in the device and not caused by user recklessness.  Amazon should do the right thing and offer customers an inexpensive fix or a real discount (not $30) on a new one.  I would caution anyone against buying a Kindle.","0.064","0.833","0.102"
"B0051VVOB2","5","5","3","Got the Fire for Xmas and couldn't be more pleased. The internet and apps are fast with very little to no hesitation when clicked. The screen is just the right size and the colors/graphics are really sharp. I think this is a great tablet and a much better price than the iPad. The only negative I would say is that there aren't that many apps available, but I'm sure that will change in time. I also like how there are 2 buttons on the device, \\""Cloud\\"" and \\""Device\\"". I like that you can access the Cloud right on the Fire. Huge time saver.","0.15","0.744","0.106"
"B0051VVOB2","3","11","6","One of the main problems I have with the Fire is that you can not increase font size inside apts - including the amazon store. Very unfriendly to older users. Another is that it come with a per-installed Facebook apt that you cannot remove.  I tried and tried and finally called support where I was informed that Facebook was built in and can not be deleted.  I wonder how much Facebook paid Amazon to force this on buyers.","0.075","0.803","0.122"
"B0051VVOB2","4","0","0","I do love my new Kendle Fire. I am having trouble keeping a movie playing, but I will get everything in order. I am loving playing games and all with it.","0.329","0.57","0.101"
"B0083PWAPW","1","5","1","I purchased this item for my wife for Christmas.  Out of the box there is not manual.  Sooooo...how does one set it up?  We had to take it to a IT tech to set up email, Amazon (it defaulted to my Prime account and it had to be reconfigured for hers), Netflix, etc.  A real, and expensive pain.<br /><br />Then the real problems began.  She re-set her password on one email account and the Kindle shut down both of her email accounts from different providers.  She had to contact Kindle online and ask for a phone call.  After a 20 minute call....and then being put on hold until her cell battery went..still no help. Online to help sites and she finally got her email back.  So angry she refused to use the device for days.<br /><br />Since then, the screen will no longer rotate when she rotates the device.  Everything has to be viewed in the 'upright' position.  This cuts off some of the things she wants to view and makes watching video ridiculous.<br /><br />And, when she reads an email and hits the 'back' button....the Kindle takes her to her Linked-In account and she has to re-enter her email to read the next in line.<br /><br />A piece of crap.","0.032","0.887","0.081"
"B0083Q04IQ","3","0","0","Third kindle fire I ordered from Amazon, this one unfortunately came without a charger. Never had the time till now to inquired why?","0.069","0.735","0.196"
"B0083PWAPW","5","0","0","I'm not a techie. In fact, I'm the total opposite. I'd be sitting at a Starbucks, not really enjoying the coffee (but having to pretend that I do to fit in), nervously fingering the heel-strap of my sling-back pumps, trying to make conversation with my friends, who all have their heads lowered toward their iPHONES as if in prayer. In those instances, I just whip out my handy-dandy... paperback novel. I've just never been the sort of person who was into gadgets and gizmos despite barely hitting my late-twenties. So, of course, I was tentative about stepping into the tablet market for the first time and needed something that was inexpensive (for a Receptionists' salary) and virtually painless to use, so I could distract myself from my sucky desk job, something that would be inconspicuous if I wanted to read at my desk during a lull in the afternoon.<br /><br />After four months of deliberation (reading hundreds of reviews), I went for the Kindle Fire HD, and I have to say, I don't have much to complain about. I don't have any issues with the screensaver, nor the carousel, nor the \\""What Others Bought\\"" adverts streaming on the bottom half of the screen. None of that bothered me at all.<br /><br />Anyway, it is very easy and addicting to use for a dummy like me. I've only had it for less than a month, but I'm happy with my purchase so far.","0.072","0.874","0.053"
"B0083Q04IQ","3","0","0","I really like this tablet, but it does seem to run slow at times and close down programs suddenly. However, for the $149 I paid for it, it is more than adequate.","0.143","0.857","0.0"
"B0083PWAPW","5","1","1","The Kindle Fire HD is definitely worth what it is priced. This Kindle HD is awesome and I would recommend it to anyone looking a tablet. well done Amazon!!!!!!!","0.382","0.555","0.063"
"B00BWYRF7E","4","1","1","Great item. Looks great and the image is fantastic.  Battery only last for two to three  hours. I don't like just front camera ure feature..rather, I prefer rear camera.","0.32","0.623","0.057"
"B0083PWAPW","3","0","0","First one stopped working second one did not load up right had to call and get it fixed call center great good luck on finding there number listed on wed","0.296","0.654","0.05"
"B0051VVOB2","2","4","0","The kindle fire is not a tablet, it only runs a few amazon apps. It does not run any Google apps for example like maps, navigator or docs. Disappointed in the speed and sensitivity of the touch screen. OK if you want Amazon content only.","0.196","0.697","0.107"
"B0051VVOB2","5","0","0","kindle is a great way to save space. being an avid reader was slowly eating up all of the available storage space in my house. i am now free to read as much as i want and still get around the house. the piles of books will not grow any bigger.old lady thanks you","0.274","0.726","0.0"
"B0051VVOB2","3","3","2","Several reviewers expressed concern that anyone can purchase products on the kindle with the one click function..this is only if the one click function is turned on..to turn it off, one needs to click on \\""your account\\"" on the right hand corner of the amazon site..under settings, click on \\""1 click settings\\"", then make sure one click ordering is turned off on the right hand side..this can be done from the kindle fire, but it's much easier from a PC..once turned off, you will need your amazon password to make any purchases..  For password protection, just click on the little wheel in the top right hand corner of your device..then click \\""more\\"" and \\""security\\"", then lock the screen and create a password..now everytime you turn your kindle on, you'll be asked for your password..  Another major issue has been with the button at the bottom of the device..well, it does not have to be at the bottom..the device works just fine with the button at the top, or on either side, left or right (and of course at the bottom)..  So I really like this device, but like many other reviewers, have found several flaws, some big, some small..the biggest one is that the carousel cannot be customized and that all content and apps end up here and cannot be removed..I hope amazon quickly fixes this problem..another one that many have not mentioned is that the screen is very susceptible to fingerprints..and physical volume controls would have been great..not letting people upload personal content to the cloud is also lame..after all, this is not a free device, in which case amazon may have had some reason to restrict content..I hope this policy is changed soon..  For $200 it's a great device that will only get better as some of the glitches are fixed. It has potential to be a 4 star or even a 5 star product, but it needs to improve.","0.143","0.815","0.042"
"B0051VVOB2","5","0","0","I chose this Kindle fire bcause it was highly recommended by my son and daughter-in-law.  It really was a gift for my husband who is more technicly challenged than I am.  One of these days I will go to the library and get some help in activating this Kindle.","0.153","0.768","0.078"
"B0051VVOB2","5","3","2","I have an ipod touch 4th and I thought it was the greatest thing until i got the kindle fire......I love it, too!! And love the battery charge life.....I can read all day long. Love everything on it....the only thing it can use is an expandable memory......for other things beside books. I have over 400 books on my kindle and have room for more, but I would really liked to have more pictures and movies on it.","0.184","0.816","0.0"
"B0051VVOB2","5","2","1","I've just started to use it but think I am going to be very pleased.  I even figured out how to set it up and I am definitely \\""electronically\\"" challenged.","0.234","0.718","0.048"
"B0083PWAPW","5","0","0","Excellent product.<br /><br />Great graphics.  Easy to see and easy to read.  Not enough apps.  Truly hd as picture is sharp.","0.329","0.588","0.083"
"B0051VVOB2","5","0","0","Kindle Fire was purchased in February 2012, and to date we have had excellent results.  Wifi connections are easy, and download of apps are done perfectly.  Also, very easy for our Grandchildren to use.","0.304","0.643","0.053"
"B0083Q04IQ","5","0","0","My son's holiday gift and he loves it. I wish the books were cheaper on the Kindle though! Did I tell you I steal it all the time?","0.346","0.564","0.09"
"B0051VVOB2","5","7","7","I absolutely LOVE my Kindle Fire! Thieves stole my Kindle...& the joke is on them! I had it DEREGISTERED & now it is totally useless to the them! LOL! It is reported to Amazon as stolen, so it can't be re-registered by anyone but me (if recovered)! This is a wonderful feature of the Kindle Fire. I reaslly miss my Kindle Fire & am ordering a new one right now.","0.164","0.625","0.211"
"B0051VVOB2","4","0","0","I bought this for my grandson who likes to read.  He has gotten several free books , but I think you don't save much when you BUY a book because it's only 2 dollars cheaper than a real book.  That was the whole idea of buying the Kindle, was to save money.<br /> Linda S.","0.072","0.805","0.123"
"B0051VVOB2","4","2","0","Once rooted, there is plenty of support for different roms on this device. The functionality was substantially increased when using stock android.","0.203","0.797","0.0"
"B0083PWAPW","5","1","1","I purchased a Kindle Fire HD as a Christmas gift for my daughter.  She (and her son!) seems to be enjoying her Kindle!  :)","0.338","0.581","0.082"
"B0051VVOB2","5","1","1","I love my Kindle Fire, the only drawback is it is very hard to read when outside in bright sunlight.  I have had many hours of great reading on it though with no problems whatsoever.","0.242","0.563","0.195"
"B0083PWAPW","5","1","1","I got this for my wife for christmas, come to find out she got one for me also. So I will tell you what I think about the kindle fire hd 7&#34;. Well to start off the picture quality is great. I have watched a couple movies with it and I am impressed. Even the sound quality is good. I was looking at a few different tablets and this one has what I was looking for.  It is so easy to figure out, I can download books and movies with ease, and even shop amazon.com for other things. There are hundreds of thousands of FREE apps. I would recommend this tablet to everyone.","0.207","0.773","0.02"
"B0051VVOB2","5","8","3","I am an over the top pleased owner of the old plain Kindle with Keyboard, and I use it exclusively for reading - I just can't tell you how thrilled I am with it, in ALL respects, without belaboring the point, except to say that I am just so pleased with it to be able to select from an awesome selection of very reasonably priced books, to have them automatically downloaded almost instantly, to be able to read them easily in any lighting situation, and when I close a book down, or when its  closed down automatically after a predesignated period of non use, I can open it up very quickly and take off just where I was!  WOW!!!!!  And overall, I am absolutely an Amazon fan, making almost all of my product purchases (except gasoline, groceries, and prescription drugs) from Amazon.  I purchased the Kindlefire, for, among other things, to use as a movie viewer - I am a subscriber to Amazon's Excellent Prime Service, as well as to Netflix. I have four computers I own that when connected to heavily encrypted wi-fi provide all the convenient movies I would like to see.  And for a 40 inch LCD and a 109 inch front projected screen, Amazon's Hi-Def Streaming can't be beat.  So you see how happy I am with Amazon, and my reaction to the Kindlefire is absolute delight, in being able to download the aforementioned movies to it, to watch while sitting in airports, waiting rooms, etc.    I also have the competing Barnes and Noble Color Nook running an advanced Android OS - In terms of loading times, convenience and user friendliness, the Kindlefire wins in all and many other respects!","0.198","0.802","0.0"
"B0051VVOB2","4","0","0","I really love the apps and all that the Fire offers, except...there isn't an audio choice for the books.  It would be awesome to be able to have the books read to me while I'm driving, or while cooking.  I'm hoping there will be an upgrade at some point to include this feature.  Also, it would be helpful to have a scrolling funciton, like on my HTC Desire.  There have been quite a few times where scrolling a web page or a comment is difficult to pinpoint where you want to with your finger tip.  A scrolling sensor would be great or even on screen arrows that pop up like the keyboard.  Aside from those 2 issues that I have, I love the Fire.  I love that I can take my apps and web and books with me where ever I need to.  When I want to check facebook, but don't want to get sucked into the computer, I grab my Fire and sit down with it for a couple minutes and then move on to one of my Kindle books.","0.141","0.794","0.066"
"B0083PWAPW","3","0","0","It does not recognize my modem. Only for short time. All other books, apps, etc are perfect. Would like help.","0.344","0.656","0.0"
"B0083PWAPW","5","1","1","bought as gift for my wife...compares favorably to the ipad mini for what she uses it for...very happy with purchase","0.351","0.649","0.0"
"B00BWYRF7E","5","1","1","Came exactly when expected, the box was in tact and had no damage at all. There was a seal on the box so I k ew it was new like I ordered and it was the right thing I ordered, correct model, correct storage, size and color.","0.053","0.832","0.115"
